Window resized to 1280, 800
         25683851 function calls (25534927 primitive calls) in 24.489 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 velocity.py:3(velocity)
        1    0.000    0.000    0.000    0.000 glu.py:207(struct_GLUnurbs)
        1    0.000    0.000    0.000    0.000 dds.py:135(DDPIXELFORMAT)
        1    0.000    0.000    0.000    0.000 __main__.py:106(behaviour_collide_with_solids)
        1    0.000    0.000    0.000    0.000 __init__.py:1542(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1931(DepthTexture)
        1    0.000    0.000    0.000    0.000 dds.py:161(DDSImageDecoder)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wgl.py:189(struct_tagLAYERPLANEDESCRIPTOR)
        1    0.000    0.000    0.000    0.000 dis.py:165(Instruction)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3939(struct___GLsync)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3946(struct___GLsync)
        1    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
        1    0.000    0.000    0.000    0.000 runlist.py:227(AbstractRunIterator)
        1    0.000    0.000    0.000    0.000 wglext_arb.py:325(struct__GPU_DEVICE)
        1    0.000    0.000    0.000    0.000 __main__.py:125(behaviour_bounce_on_solids)
        1    0.000    0.000    0.000    0.000 threading.py:888(_set_ident)
        1    0.000    0.000    0.000    0.000 solid.py:3(solid)
        1    0.000    0.000    0.000    0.000 inspect.py:856(BlockFinder)
        1    0.000    0.000    0.000    0.000 _util.py:22(deferred_error)
        1    0.000    0.000    0.000    0.000 png.py:110(get_decoders)
        1    0.000    0.000    0.000    0.000 com.py:110(STDMETHOD)
        1    0.000    0.000    0.000    0.000 wgl_info.py:55(WGLInfo)
        1    0.000    0.000    0.000    0.000 message.py:89(mouse_release)
        1    0.000    0.000    0.000    0.000 __init__.py:253(_WindowMetaclass)
        1    0.000    0.000    0.000    0.000 lib.py:75(c_void)
        1    0.000    0.000    0.000    0.000 message.py:150(window_resized)
        1    0.000    0.000    0.000    0.000 image_batch.py:3(image_batch)
        1    0.000    0.000    0.000    0.000 lib.py:51(MissingFunctionException)
        1    0.000    0.000    0.000    0.000 Image.py:1950(_ImageCrop)
        1    0.000    0.000    0.000    0.000 base.py:251(GlyphRenderer)
        1    0.000    0.000    0.000    0.000 clock.py:155(_ClockBase)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 ImageMode.py:23(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 timer.py:4(timer)
        1    0.000    0.000    0.000    0.000 message.py:64(dead_entity)
        1    0.000    0.000    0.000    0.000 Image.py:41(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 ast.py:221(NodeVisitor)
        1    0.000    0.000    0.000    0.000 clock.py:184(_ScheduledIntervalItem)
        1    0.000    0.000    0.000    0.000 message.py:76(mouse_move)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 message.py:55(new_entity)
        1    0.000    0.000    0.000    0.000 __init__.py:145(NoSuchDisplayException)
        1    0.000    0.000    0.000    0.000 image.py:20(name)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 win32.py:96(Win32Canvas)
        1    0.000    0.000    0.000    0.000 base.py:289(detach)
        1    0.000    0.000    0.000    0.000 __init__.py:249(c_bool)
        3    0.000    0.000    0.000    0.000 __init__.py:51(<lambda>)
        1    0.000    0.000    0.000    0.000 glu.py:222(struct_GLUquadric)
        1    0.000    0.000    0.000    0.000 motion.py:46(name)
        1    0.000    0.000    0.000    0.000 threading.py:718(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 wgl_info.py:52(WGLInfoException)
        1    0.000    0.000    0.000    0.000 Image.py:1988(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 __init__.py:210(c_longlong)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:84(AppException)
        1    0.000    0.000    0.000    0.000 event.py:147(EventException)
        1    0.000    0.000    0.000    0.000 debug.py:174(name)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 png.py:52(get_file_extensions)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 glu.py:237(struct_GLUtesselator)
        1    0.000    0.000    0.000    0.000 glu.py:244(struct_GLUtesselator)
        1    0.000    0.000    0.000    0.000 dds.py:230(get_encoders)
        1    0.000    0.000    0.000    0.000 ast.py:258(NodeTransformer)
        1    0.000    0.000    0.000    0.000 subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:8(VerificationMissing)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.000    0.000 dds.py:162(get_file_extensions)
        1    0.000    0.000    0.000    0.000 bmp.py:151(get_file_extensions)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 document.py:726(_NoStyleRangeIterator)
        1    0.000    0.000    0.000    0.000 com.py:149(Interface)
        1    0.000    0.000    0.000    0.000 bmp.py:358(get_encoders)
        1    0.000    0.000    0.000    0.000 camera.py:48(name)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7100(struct__cl_event)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 __init__.py:575(TextureSequence)
        1    0.000    0.000    0.000    0.000 shutil.py:59(ExecError)
        1    0.000    0.000    0.000    0.000 gdiplus.py:190(get_file_extensions)
        1    0.000    0.000    0.000    0.000 inspect.py:854(EndOfBlock)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 __init__.py:129(ContextException)
        1    0.000    0.000    0.000    0.000 api.py:18(FFIError)
        1    0.000    0.000    0.000    0.000 message.py:137(mouse_release_raw)
        1    0.000    0.000    0.000    0.000 __init__.py:39(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 entity.py:5(DuplicateComponentException)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 glu.py:229(struct_GLUquadric)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 __main__.py:26(__init__)
        1    0.000    0.000    0.000    0.000 api.py:21(CDefError)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:65(ImageDecodeException)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:4(VerificationError)
        1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7110(struct__cl_context)
        1    0.000    0.000    0.000    0.000 sortedlist.py:193(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:260(FontException)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 inspect.py:2345(_empty)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 base.py:93(stop)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 atlas.py:66(AllocatorException)
        1    0.000    0.000    0.000    0.000 png.py:79(get_file_extensions)
        1    0.000    0.000    0.000    0.000 __init__.py:2159(BufferImageMask)
        1    0.000    0.000    0.000    0.000 threading.py:1186(_MainThread)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 tarfile.py:712(ExFileObject)
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
        1    0.000    0.000    0.000    0.000 pil.py:55(get_file_extensions)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:149(NoSuchConfigException)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 entity.py:10(SharedComponentException)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7131(struct__cl_event)
        1    0.000    0.000    0.000    0.000 __init__.py:401(OleDLL)
        1    0.000    0.000    0.000    0.000 win32.py:87(Win32ScreenMode)
        1    0.000    0.000    0.000    0.000 resource.py:721(_set_path)
        1    0.000    0.000    0.000    0.000 __init__.py:140(WindowException)
        1    0.000    0.000    0.000    0.000 sortedlist.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 png.py:391(FormatError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:204(AbstractMappable)
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 types.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:159(MouseCursorException)
        1    0.000    0.000    0.000    0.000 document.py:698(_ElementIterator)
        1    0.000    0.000    0.000    0.000 Image.py:1993(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 png.py:396(ChunkError)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7117(struct__cl_event)
        1    0.000    0.000    0.000    0.000 __main__.py:143(behaviour_dispel_moveables)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7124(struct__cl_context)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 com.py:115(COMMethodInstance)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 __init__.py:187(DefaultMouseCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:68(ImageEncodeException)
        1    0.000    0.000    0.000    0.000 bmp.py:150(BMPImageDecoder)
        1    0.000    0.000    0.000    0.000 glu.py:214(struct_GLUnurbs)
        1    0.000    0.000    0.000    0.000 pil.py:119(get_decoders)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 clock.py:710(get_default)
        1    0.000    0.000    0.000    0.000 __init__.py:154(NoSuchScreenModeException)
        1    0.000    0.000    0.000    0.000 __init__.py:379(WinDLL)
        1    0.000    0.000    0.000    0.000 pil.py:88(get_file_extensions)
        3    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:153(ImageException)
        1    0.000    0.000    0.000    0.000 png.py:387(Error)
        1    0.000    0.000    0.000    0.000 __main__.py:32(name)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 gdiplus.py:194(get_animation_file_extensions)
        6    0.000    0.000    0.000    0.000 message.py:147(name)
        1    0.000    0.000    0.000    0.000 __init__.py:84(DocumentDecodeException)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:82(Win32MouseCursor)
        1    0.000    0.000    0.000    0.000 layout.py:642(TextLayoutForegroundGroup)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 gdiplus.py:327(get_encoders)
        3    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 Image.py:37(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:966(_event_erasebkgnd_view)
        1    0.000    0.000    0.000    0.000 base.py:200(is_complete)


